	Education	Marital_Status	Income	Recency	Complain	Response	Age	Kids	MntTotal	NumTotal	TotalAccepted	AvgWeb	YearsACustomer	Frequency
392	0	1	74293.0	66	0	0	30	0	1127	16	0	2.5	9	16
393	0	0	51012.0	86	0	0	77	0	209	10	0	0.67	10	10
394	0	0	70777.0	80	0	0	55	1	787	23	0	1.67	9	23
395	0	0	68682.0	56	0	0	32	0	1598	24	0	2.0	10	24
396	0	0	43824.0	18	0	0	52	2	186	12	0	0.38	11	12
397	0	0	15345.0	51	0	1	39	1	47	6	0	0.12	11	6
398	0	1	23442.0	71	0	0	36	1	27	5	0	0.14	11	5
399	0	0	14515.0	71	0	1	43	1	96	11	0	0.29	11	11
400	0	1	31395.0	80	0	0	67	2	64	10	0	0.33	10	10
401	0	0	75276.0	2	0	0	58	0	1040	23	0	1.8	11	23
402	0	1	42373.0	83	0	0	49	2	163	13	0	0.4	10	13
403	0	0	30507.0	29	0	0	63	0	343	11	0	0.71	10	11
404	0	1	55521.0	11	0	1	68	3	446	24	1	0.86	10	24
405	0	0	48006.0	55	0	0	58	2	41	5	0	0.17	9	5
406	0	1	27213.0	19	0	1	51	1	70	9	0	0.25	11	9
407	0	1	65808.0	1	0	0	52	2	272	14	0	0.83	9	14
408	0	0	30351.0	19	0	0	49	1	46	6	0	0.33	10	6
409	0	0	50437.0	28	0	0	60	2	490	19	0	1.0	11	19
410	0	1	23616.0	76	0	1	41	1	79	8	0	0.38	11	8
411	0	0	53858.0	50	0	0	47	1	915	17	0	1.0	11	17
412	0	0	66465.0	1	0	0	68	1	1485	35	1	1.83	10	35
413	0	1	46923.0	90	0	0	36	1	369	16	0	0.71	11	16
414	0	0	75072.0	83	0	0	61	1	1073	19	0	1.67	10	19
415	0	0	75865.0	73	0	0	80	0	1242	19	0	3.0	9	19
416	0	0	19789.0	24	0	0	48	1	78	9	1	0.4	10	9
417	0	0	80134.0	11	0	0	29	0	1378	21	4	0.4	9	21
418	0	1	91065.0	33	0	1	42	0	1474	26	2	2.33	10	26
419	0	0	49505.0	4	0	0	52	2	751	29	0	1.25	10	29
420	0	0	37401.0	14	0	0	50	1	48	7	0	0.29	9	7
421	0	0	30096.0	30	0	0	40	1	45	6	0	0.33	9	6
422	0	0	18492.0	75	0	0	41	1	10	4	0	0.12	9	4
423	0	0	82584.0	26	0	1	49	0	1435	16	2	3.0	10	16
424	0	0	93027.0	77	0	0	82	0	2119	22	1	3.5	10	22
425	0	0	48686.0	8	0	0	70	3	20	4	0	0.12	10	4
426	0	0	92910.0	42	0	0	37	0	1795	27	3	6.0	9	27
427	0	0	75433.0	28	0	0	34	1	1188	19	2	0.33	9	19
428	0	0	10404.0	52	0	0	34	1	43	7	0	0.2	9	7
429	0	0	61314.0	1	0	0	55	1	1008	24	0	1.67	10	24
430	0	1	84865.0	1	0	1	62	0	1688	16	4	0.5	10	16
431	0	0	42387.0	42	0	0	34	1	684	21	0	1.0	11	21
432	0	0	67309.0	76	0	0	56	2	1082	39	0	1.29	10	39
433	0	0	75236.0	27	0	0	59	1	1068	25	0	2.0	10	25
434	0	1	30015.0	28	0	0	53	1	57	7	0	0.2	9	7
435	0	0	50943.0	49	0	0	67	1	46	5	0	0.2	10	5
436	0	1	67272.0	12	0	0	57	1	733	23	0	1.2	10	23
437	0	1	51529.0	14	0	0	74	1	467	17	0	1.12	10	17
438	0	0	32011.0	89	0	0	52	1	122	10	0	0.29	10	10
439	0	0	7500.0	96	0	0	37	1	36	7	0	0.25	10	7
440	0	0	28691.0	56	0	0	34	1	34	5	0	0.12	10	5
441	0	0	56223.0	72	0	0	75	1	156	10	0	0.5	10	10
442	0	0	18100.0	14	0	0	77	0	14	4	0	0.0	10	4
443	0	1	30279.0	13	0	0	34	1	37	5	0	0.12	11	5
444	0	0	20130.0	99	0	0	49	0	34	5	0	0.12	9	5
445	0	1	23295.0	72	0	0	64	0	20	4	0	0.12	10	4
446	0	1	42618.0	92	0	0	51	1	192	11	0	0.62	10	11
447	0	1	81246.0	87	0	0	59	0	1379	17	2	4.0	10	17
448	0	0	24027.0	7	0	0	47	1	48	7	0	0.25	10	7
449	0	0	55707.0	91	0	0	70	1	428	16	0	1.0	10	16
450	0	1	57959.0	71	0	0	68	1	868	27	0	1.33	10	27
451	0	0	56796.0	24	0	0	54	1	1001	27	0	1.14	10	27
452	0	1	36230.0	17	0	0	52	1	59	7	0	0.4	10	7
453	0	0	70829.0	87	0	0	43	2	431	16	0	1.33	10	16
454	0	0	65991.0	21	0	0	47	1	971	27	0	1.29	11	27
455	0	0	38988.0	90	0	0	51	3	348	19	0	0.62	11	19
456	0	1	89572.0	44	0	1	57	0	2059	24	2	1.75	11	24
457	0	0	42207.0	71	0	1	39	1	265	14	1	0.67	10	14
458	0	0	50300.0	52	0	0	71	1	270	13	0	1.0	9	13
459	0	0	66664.0	78	0	0	41	0	1289	19	0	1.67	11	19
460	0	0	60597.0	2	0	1	59	1	893	16	1	0.29	9	16
461	0	1	70165.0	60	0	0	74	0	926	22	0	3.0	10	22
462	0	1	50520.0	25	0	0	65	1	135	9	0	0.5	9	9
463	0	0	80124.0	47	0	0	60	0	1495	19	1	3.0	9	19
464	0	0	33183.0	46	0	0	48	1	120	9	0	0.57	9	9
465	0	1	66582.0	83	0	0	54	0	1288	20	0	2.0	9	20
466	0	0	75261.0	17	0	1	68	0	1743	17	2	2.5	10	17
467	0	1	31880.0	13	0	0	53	1	15	4	0	0.12	11	4
468	0	0	53790.0	86	0	0	72	2	542	20	0	1.17	9	20
469	0	0	49269.0	92	0	0	52	1	890	25	0	1.0	11	25
470	0	0	61456.0	47	0	0	48	1	1388	33	0	1.5	10	33
471	0	0	37406.0	18	0	1	43	1	17	4	0	0.12	10	4
472	0	0	56937.0	81	0	1	42	1	906	30	1	1.33	11	30
473	0	0	38415.0	91	0	0	45	2	44	6	0	0.14	10	6
474	0	1	20518.0	58	0	0	35	1	25	5	0	0.2	9	5
475	0	0	62503.0	40	0	0	67	1	973	26	0	1.6	10	26
476	0	1	41644.0	67	0	0	51	2	31	6	0	0.33	9	6
477	0	0	55842.0	19	0	0	46	1	518	17	0	1.4	9	17
478	0	0	62010.0	93	0	0	51	1	530	19	0	1.2	11	19
479	0	0	41124.0	41	0	0	46	1	506	21	0	0.88	11	21
480	0	0	38961.0	60	0	0	50	1	70	6	0	0.29	10	6
481	0	1	37760.0	54	0	0	51	1	54	6	0	0.33	10	6
482	0	1	32233.0	26	0	1	49	1	296	12	1	0.67	11	12
483	0	0	43057.0	30	0	0	48	1	266	15	0	0.8	10	15
484	0	0	83151.0	93	0	0	63	0	747	19	0	1.67	11	19
485	0	1	78825.0	35	0	1	59	0	895	29	0	1.67	11	29
486	0	0	65104.0	4	0	0	47	1	1053	17	0	0.43	10	17
487	0	0	60093.0	92	0	0	49	1	735	21	0	1.17	10	21
488	0	0	14045.0	24	0	0	54	1	20	5	0	0.14	9	5
489	0	1	28457.0	96	0	0	71	0	205	10	0	0.5	11	10
490	0	0	78952.0	11	0	0	65	1	2092	21	0	0.33	11	21
491	0	1	46310.0	99	0	0	47	1	309	14	0	0.75	11	14
492	0	0	76005.0	72	0	0	68	0	1722	22	1	0.5	10	22
493	0	1	58308.0	77	0	0	59	1	900	15	0	0.25	10	15
494	0	1	55614.0	85	0	0	79	0	682	20	1	1.29	10	20
495	0	1	59432.0	88	0	0	61	1	663	22	0	1.0	10	22
496	0	1	55563.0	22	0	0	45	1	43	6	0	0.67	9	6
497	0	0	78642.0	83	0	0	52	1	1816	18	0	0.67	10	18
498	0	0	67911.0	63	0	0	74	1	976	27	0	2.0	9	27
499	0	0	65275.0	9	0	0	79	0	746	21	0	2.0	10	21
500	0	0	27203.0	92	0	0	73	2	64	6	0	0.12	11	6
501	0	0	48330.0	2	0	0	62	1	32	5	0	0.2	10	5
502	1	0	24279.0	6	0	0	33	0	263	9	0	0.5	11	9
503	0	0	64355.0	66	0	0	38	1	1445	21	0	0.5	11	21
504	0	0	50943.0	49	0	0	67	1	46	5	0	0.2	10	5
505	0	1	53653.0	29	0	0	70	0	1210	28	0	1.67	11	28
506	0	0	65665.0	77	0	0	47	1	945	24	0	1.67	10	24
507	0	1	81217.0	77	0	0	34	0	1157	22	0	3.0	10	22
508	0	0	34935.0	71	0	0	31	0	137	8	0	0.29	10	8
509	0	1	61250.0	49	0	0	64	1	730	25	0	1.0	11	25
510	0	0	39665.0	97	0	0	42	1	216	12	1	0.57	10	12
511	0	1	60152.0	6	0	0	44	1	943	23	0	2.0	10	23
512	0	0	48920.0	93	0	0	59	2	347	16	1	0.86	10	16
513	0	0	89120.0	78	0	0	64	0	1924	19	1	5.0	9	19
514	0	0	44124.0	62	0	0	77	1	397	17	0	0.75	10	17
515	0	1	81169.0	47	0	0	48	0	2089	22	0	2.5	10	22
516	0	0	36443.0	9	0	0	62	2	138	11	0	0.38	10	11
517	0	1	26095.0	77	0	0	33	1	42	5	0	0.14	10	5
518	0	0	71367.0	24	0	0	64	0	777	17	0	2.0	10	17
519	0	0	80184.0	19	0	0	79	0	1902	20	2	2.0	9	20
520	0	1	30630.0	67	0	0	58	2	52	7	0	0.29	9	7
521	0	1	73454.0	95	0	0	36	0	1651	13	1	0.4	9	13
522	0	0	42691.0	48	0	0	32	0	358	13	0	1.0	10	13
523	0	0	70503.0	73	0	0	70	0	1727	16	2	0.33	11	16
524	0	0	25545.0	35	0	1	36	1	210	10	0	0.33	11	10
525	0	0	32880.0	76	0	0	37	1	42	5	0	0.12	11	5
526	0	0	77863.0	20	0	0	65	0	1291	20	0	2.0	10	20
527	0	0	50353.0	72	0	0	46	0	442	15	0	1.33	9	15
528	0	1	61839.0	20	0	0	59	0	1895	17	0	0.5	11	17
529	0	0	49154.0	69	0	0	63	2	411	19	0	0.67	10	19
530	0	1	47682.0	80	0	0	48	1	521	19	0	0.8	10	19
531	0	1	72679.0	65	0	0	54	1	1168	17	0	4.0	10	17
532	0	0	57954.0	52	0	0	46	2	493	23	1	1.14	9	23
533	0	0	65316.0	65	0	0	61	2	260	12	0	0.75	10	12
534	0	1	28567.0	57	0	0	41	1	46	7	0	0.33	10	7
535	0	0	47352.0	70	0	0	72	1	319	16	0	0.86	10	16
536	0	0	44931.0	0	0	0	56	1	96	7	0	0.4	9	7
537	0	1	76982.0	19	0	1	56	0	1062	16	1	2.0	9	16
538	0	0	57247.0	50	0	0	71	1	232	12	0	1.0	10	12
539	0	1	22944.0	67	0	0	42	1	76	9	0	0.43	10	9
540	0	0	25315.0	46	0	0	46	1	54	9	0	0.38	10	9
541	0	1	43638.0	37	0	0	54	1	201	11	0	0.57	11	11
542	0	1	42710.0	38	0	0	39	1	406	14	0	0.67	11	14
543	0	0	84169.0	9	0	1	41	0	1919	20	2	2.33	10	20
544	0	0	54058.0	56	0	0	47	1	662	20	0	1.33	10	20
545	0	0	24683.0	98	0	0	33	1	41	8	0	0.4	9	8
546	0	1	85620.0	68	0	1	59	0	1600	14	0	3.0	9	14
547	0	0	47850.0	72	0	0	43	1	134	8	0	0.5	10	8
548	0	0	19514.0	47	0	1	55	2	69	10	1	0.38	9	10
549	0	0	27159.0	33	0	0	50	2	21	6	0	0.17	9	6
550	0	1	39548.0	87	0	0	60	2	54	7	0	0.33	9	7
551	0	1	21474.0	0	0	1	34	1	91	8	1	0.43	9	8
552	0	1	60504.0	73	0	0	52	1	526	18	0	1.0	9	18
553	0	0	22419.0	74	0	0	60	0	162	8	0	0.38	10	8
554	0	0	81698.0	4	0	1	74	0	1008	25	0	3.0	10	25
555	0	0	43462.0	50	0	0	71	2	240	16	0	0.5	11	16
556	0	1	54880.0	57	0	0	45	1	795	21	0	1.2	10	21
557	0	0	79908.0	30	0	0	41	0	1772	19	1	2.5	10	19
558	0	0	15315.0	27	0	0	53	0	64	8	0	0.4	10	8
559	0	0	87771.0	61	0	1	64	1	1957	20	4	0.83	10	20
560	0	0	33039.0	4	0	0	45	1	78	7	0	0.4	10	7
561	0	1	81741.0	75	0	0	43	0	1572	19	0	3.0	10	19
562	0	0	71499.0	12	0	0	52	1	795	26	0	2.0	10	26
563	0	0	62466.0	13	0	0	53	1	889	26	0	1.5	9	26
564	0	1	48799.0	9	0	0	60	1	331	15	0	1.0	10	15
565	0	0	52157.0	48	0	0	73	1	265	12	0	0.75	9	12
566	0	1	66565.0	80	0	0	61	1	1065	19	0	0.5	11	19
567	0	0	29298.0	60	0	0	72	2	11	4	0	0.2	10	4
568	0	1	47691.0	43	0	0	44	1	21	4	0	0.17	10	4
569	0	0	38200.0	19	0	0	53	2	17	4	0	0.14	11	4
570	0	0	44989.0	26	0	0	49	1	369	16	0	0.83	11	16
571	0	0	38443.0	58	0	0	55	2	38	6	0	0.14	9	6
572	0	1	38593.0	42	0	0	45	1	177	11	0	0.5	10	11
573	0	0	64413.0	27	0	0	53	1	279	12	0	1.0	10	12
574	0	0	36959.0	56	0	0	42	1	62	7	0	0.25	10	7
575	0	0	61996.0	27	0	1	46	1	1230	21	3	1.2	10	21
576	0	0	51287.0	10	0	0	55	2	182	11	0	0.57	9	11
577	0	0	13260.0	48	0	0	53	2	49	10	0	0.38	10	10
578	0	0	47472.0	39	0	0	57	2	75	8	0	0.4	10	8
579	0	0	54603.0	85	0	0	67	2	227	16	0	0.57	10	16
580	0	0	45207.0	64	0	0	49	2	215	15	1	0.5	11	15
581	0	0	40689.0	69	0	0	72	1	444	20	0	0.88	10	20
582	0	0	47821.0	54	0	0	56	2	47	5	0	0.12	10	5
583	0	0	27450.0	57	0	0	72	0	143	7	0	0.29	10	7
584	0	0	39453.0	64	0	0	40	1	55	7	0	0.33	9	7
585	0	0	26850.0	10	0	0	52	2	63	11	0	0.5	9	11
586	0	1	79800.0	65	0	1	68	0	1867	22	3	1.67	11	22
587	0	0	61794.0	74	0	0	62	1	611	20	0	2.0	10	20
588	0	0	53863.0	4	0	0	68	1	473	18	1	1.0	9	18
589	0	0	24221.0	94	0	0	64	0	55	6	0	0.25	10	6
590	0	1	39684.0	41	1	1	39	1	81	7	0	0.29	11	7
591	0	0	92163.0	25	0	1	48	0	2086	21	2	2.5	11	21
592	0	1	69882.0	94	0	0	58	0	1478	20	0	3.0	10	20
593	0	0	33178.0	9	0	0	46	1	49	5	0	0.25	9	5
594	0	0	59973.0	47	0	0	51	0	382	15	0	3.0	10	15
595	0	0	17459.0	12	0	1	48	1	69	9	0	0.43	10	9
596	0	1	23910.0	80	0	0	54	1	67	6	0	0.29	11	6
597	0	0	42169.0	20	0	0	54	2	30	6	0	0.12	10	6
598	0	0	26224.0	39	0	0	45	1	63	9	0	0.33	10	9
599	0	0	31089.0	57	0	0	42	1	79	10	0	0.38	11	10
600	0	1	30081.0	27	0	0	62	1	42	5	0	0.14	10	5
601	0	0	62807.0	83	0	0	63	1	819	23	0	1.0	11	23
602	0	1	72906.0	79	0	0	68	0	1151	17	0	3.0	10	17
603	0	0	61467.0	69	0	0	75	2	594	20	0	1.0	11	20
604	0	0	49618.0	77	0	0	57	2	129	11	0	0.43	10	11
605	0	1	21888.0	15	0	1	37	1	213	12	0	0.5	11	12
606	0	1	42429.0	99	0	0	50	1	67	7	0	0.2	9	7
607	0	1	26150.0	61	0	0	67	3	28	5	0	0.14	10	5
608	1	0	30801.0	23	0	0	48	1	45	6	0	0.14	11	6
609	0	0	81168.0	84	0	0	58	0	1193	18	1	2.0	9	18
610	0	1	26877.0	74	0	0	54	0	268	12	0	0.5	10	12
611	0	1	45006.0	90	0	0	79	0	266	12	0	1.0	10	12
612	1	0	18978.0	41	0	0	50	1	37	5	0	0.12	11	5
613	0	0	22574.0	28	0	0	56	3	37	7	0	0.29	10	7
614	0	1	48240.0	73	0	1	54	0	882	25	0	1.2	11	25
615	0	0	45837.0	88	0	0	49	2	373	18	0	0.86	10	18
616	0	1	35791.0	94	0	0	58	3	35	6	0	0.12	10	6
617	0	0	162397.0	31	0	0	47	2	107	1	0	0.0	10	1
618	0	1	54162.0	31	0	0	45	2	42	5	0	0.25	10	5
619	0	0	30522.0	6	0	0	63	1	326	17	0	0.5	11	17
620	0	0	54456.0	23	0	0	62	1	404	17	0	1.0	10	17
621	0	1	31632.0	92	0	0	52	0	95	6	0	0.29	10	6
622	0	1	72298.0	52	0	0	74	0	939	14	2	4.0	9	14
623	0	1	36975.0	50	0	0	45	1	33	5	0	0.14	10	5
624	0	0	72635.0	54	0	0	68	0	981	21	1	2.0	10	21
625	0	0	13624.0	93	0	0	47	1	36	7	0	0.33	10	7
626	0	1	84196.0	56	0	0	48	1	1237	20	0	2.67	10	20
627	0	0	70971.0	28	0	1	63	1	1825	34	0	1.57	11	34
628	0	1	34487.0	94	0	0	46	2	103	9	0	0.33	11	9
629	0	1	28769.0	76	0	0	46	1	191	12	0	0.44	11	12
630	0	0	69084.0	43	0	0	53	1	1586	25	0	0.88	10	25
631	0	0	65488.0	46	0	0	65	0	963	14	0	3.0	9	14
632	0	0	62466.0	13	0	0	53	1	889	26	0	1.5	9	26
633	0	1	32218.0	27	0	1	63	0	93	7	1	0.29	9	7
634	0	1	83917.0	12	0	1	50	0	1587	21	0	2.0	10	21
635	0	1	46102.0	3	0	0	61	3	16	4	0	0.14	9	4
636	0	1	84574.0	72	0	0	71	0	1375	32	0	1.8	10	32
637	0	0	56181.0	6	0	0	61	1	393	14	0	1.0	10	14
638	0	1	63120.0	53	0	1	73	1	1477	26	0	1.14	11	26
639	0	0	73691.0	58	0	0	52	1	1179	18	1	3.0	10	18
640	0	0	63381.0	78	0	0	63	1	1005	26	0	2.0	11	26
641	0	0	76140.0	57	0	0	75	0	1348	21	0	2.5	9	21
642	0	1	62859.0	37	0	0	64	1	1307	23	0	1.5	11	23
643	0	1	45906.0	20	0	0	59	1	486	15	1	1.0	10	15
644	0	0	77632.0	73	0	1	76	0	2252	13	2	2.0	10	13
645	0	0	46463.0	56	0	0	52	2	235	17	0	0.5	10	17
646	0	0	105471.0	36	0	1	53	0	1724	30	2	3.0	10	30
647	0	1	55282.0	9	0	0	53	1	235	11	0	0.75	10	11
648	0	0	78710.0	42	0	0	46	1	1092	28	0	1.75	9	28
649	0	0	66886.0	28	0	0	65	1	599	17	0	1.4	10	17
650	0	1	98777.0	23	0	0	63	0	2008	19	1	4.0	9	19
651	0	0	29103.0	38	0	0	38	1	48	6	0	0.11	11	6
652	0	0	67445.0	63	0	0	49	1	1174	32	0	1.5	11	32
653	0	0	50616.0	71	0	0	73	1	67	7	0	0.5	9	7
654	0	1	49431.0	9	0	0	68	1	365	15	0	0.88	11	15
655	0	1	153924.0	81	0	0	48	0	6	0	0	0.0	9	0
656	0	0	61278.0	87	0	0	70	1	165	10	0	0.5	9	10
657	0	0	26490.0	92	0	0	65	0	210	11	0	0.5	11	11
658	0	0	73059.0	36	0	0	76	1	1095	26	0	2.25	10	26
659	0	1	46734.0	86	0	0	57	3	223	12	1	0.5	10	12
660	0	0	56253.0	83	0	0	60	1	597	22	0	1.17	11	22
661	0	0	19986.0	74	0	0	38	1	22	4	0	0.0	10	4
662	0	1	58330.0	87	0	0	48	1	1064	24	0	1.5	10	24
663	1	0	25965.0	29	0	0	43	0	74	6	0	0.25	11	6
664	0	0	14661.0	88	0	0	67	0	26	5	0	0.17	10	5
665	0	0	18690.0	77	0	0	64	0	60	5	0	0.12	11	5
666	0	0	45068.0	25	0	0	49	1	20	4	0	0.14	10	4
667	1	1	21063.0	34	0	0	36	1	59	7	0	0.33	10	7
668	0	0	29187.0	43	0	0	55	1	34	5	0	0.12	10	5
669	0	0	54690.0	76	0	0	52	2	198	12	0	1.0	10	12
670	0	0	59304.0	81	0	0	59	1	1048	28	0	1.4	10	28
671	0	1	59247.0	87	0	0	61	2	574	21	0	0.83	10	21
672	0	1	66731.0	33	0	0	53	1	1029	17	0	1.33	11	17
673	0	0	77353.0	38	0	0	43	1	670	20	0	1.5	10	20
674	0	1	52614.0	63	0	0	48	1	990	16	0	0.25	11	16
675	0	0	26751.0	26	0	0	49	2	11	4	0	0.12	9	4
676	0	0	81300.0	17	0	1	60	1	1241	21	1	2.0	11	21
677	0	1	70337.0	75	0	0	44	0	576	17	0	2.0	9	17
678	0	0	36145.0	13	0	1	38	1	172	12	1	0.44	10	12
679	0	1	65295.0	19	0	0	43	0	664	20	0	1.5	10	20
680	0	1	68118.0	51	0	0	60	1	928	23	0	1.33	10	23
681	0	1	68743.0	81	0	0	56	0	2074	30	0	1.57	11	30
682	0	0	41039.0	32	0	0	41	0	467	15	0	1.0	10	15
683	0	0	38946.0	84	0	0	68	1	257	12	0	0.6	10	12
684	0	0	65777.0	87	0	0	56	0	1146	17	0	2.0	10	17
685	0	1	66476.0	99	0	0	47	1	689	20	0	1.25	10	20
686	0	1	86857.0	96	0	1	51	0	2114	22	0	2.5	11	22
687	0	0	160803.0	21	0	0	41	0	1717	44	0	0.0	11	44
688	0	0	77845.0	40	0	0	34	0	1346	21	2	3.0	9	21
689	0	0	69476.0	3	0	0	54	0	1044	15	0	2.0	10	15
690	0	1	50611.0	98	0	1	63	1	493	22	1	0.67	11	22
691	0	1	61209.0	73	0	0	53	0	957	13	0	2.5	10	13
692	0	0	42315.0	90	0	0	65	1	270	12	0	0.33	10	12
693	1	0	13084.0	29	0	0	71	0	29	5	0	0.17	10	5
694	0	1	47570.0	3	0	1	74	2	121	9	0	0.29	10	9
695	0	0	61923.0	94	0	0	62	2	126	8	0	0.67	10	8
696	0	1	34824.0	65	0	0	28	0	23	4	0	0.17	9	4
697	0	1	26518.0	33	0	1	74	2	57	8	0	0.25	10	8
698	0	1	45938.0	46	0	0	62	0	636	20	0	1.33	10	20
699	0	0	78468.0	29	0	0	63	0	1004	28	1	2.5	9	28
700	0	1	78901.0	99	0	0	50	1	734	20	0	2.25	10	20
701	0	0	71427.0	26	0	0	45	2	614	20	0	2.0	9	20
702	0	1	71022.0	30	0	0	45	1	1453	21	1	0.62	9	21
703	0	1	90247.0	27	0	1	35	0	1621	15	3	3.0	9	15
704	0	1	41335.0	24	0	0	55	1	187	12	0	0.57	10	12
705	0	0	71952.0	93	0	0	37	1	1443	22	2	2.0	10	22
706	0	1	35682.0	34	0	0	53	1	57	6	0	0.5	9	6
707	0	1	43185.0	88	0	0	72	1	637	20	0	1.12	10	20
708	0	0	66375.0	96	0	0	75	1	948	14	1	0.29	10	14
709	0	0	35178.0	10	0	1	52	1	59	5	1	0.14	10	5
710	0	0	25252.0	26	0	0	37	1	18	4	0	0.12	10	4
711	0	1	55250.0	49	0	0	58	1	903	26	0	1.4	11	26
712	0	1	33249.0	11	0	0	48	1	112	8	0	0.33	10	8
713	0	0	58398.0	44	0	0	70	0	596	20	0	1.25	10	20
714	0	0	50272.0	75	0	0	41	1	233	13	0	0.57	10	13
715	0	0	76618.0	64	0	0	48	0	1511	11	0	3.0	11	11
716	0	1	87305.0	19	0	1	63	0	1152	17	1	2.5	11	17
717	0	0	25851.0	45	0	0	45	1	48	7	0	0.29	10	7
718	0	1	58710.0	77	0	0	53	1	1185	31	0	1.83	10	31
719	0	1	45160.0	9	0	0	65	2	21	4	0	0.14	9	4
720	0	0	74806.0	1	0	0	58	1	965	16	0	1.25	11	16
721	0	0	59111.0	90	0	0	69	0	869	21	0	1.57	10	21
722	0	0	18988.0	43	0	0	39	1	16	6	0	0.14	9	6
723	0	0	72190.0	79	0	0	58	0	1947	16	0	1.67	10	16
724	0	0	7500.0	19	0	1	47	1	71	12	1	0.44	11	12
725	0	0	44794.0	99	0	0	57	1	65	6	0	0.33	9	6
726	0	0	80395.0	62	0	0	68	0	1380	24	1	3.0	10	24
727	0	1	75012.0	41	0	0	47	0	1027	23	0	3.0	9	23
728	0	0	56962.0	60	0	0	58	3	411	21	0	0.86	10	21
729	0	0	89891.0	17	0	0	32	0	836	26	1	2.75	10	26
730	0	1	35946.0	24	0	0	74	2	11	4	0	0.0	10	4
731	0	0	53593.0	60	0	0	70	2	480	23	0	0.88	11	23
732	0	0	66373.0	57	0	0	45	2	606	23	0	1.33	10	23
733	0	1	45072.0	74	0	0	75	3	284	16	0	0.75	10	16
734	0	1	89694.0	22	0	0	50	2	1472	14	3	0.8	10	14
735	0	0	72025.0	46	0	1	74	0	1677	26	3	2.0	9	26
736	0	0	67432.0	69	0	0	50	1	1335	19	0	2.0	10	19
737	0	0	70545.0	29	0	0	71	1	334	13	0	2.0	9	13
738	1	0	17487.0	37	0	0	34	1	18	4	0	0.14	10	4
739	0	0	62882.0	26	0	0	54	1	1338	20	0	1.75	11	20
740	0	1	64108.0	8	0	0	70	1	1099	30	0	1.2	10	30
741	0	0	34941.0	26	0	0	67	2	97	8	0	0.38	10	8
742	0	1	48767.0	79	0	0	73	3	63	9	0	0.4	9	9
743	0	0	38702.0	71	0	0	45	1	109	9	0	0.5	10	9
744	0	0	82224.0	83	0	0	59	0	902	21	1	2.0	9	21
745	0	0	83844.0	57	0	0	71	0	1574	20	1	4.0	10	20
746	0	0	17003.0	37	0	0	48	1	38	9	0	0.4	10	9
747	0	1	71163.0	30	0	0	28	0	960	24	0	3.0	9	24
748	0	1	33697.0	34	0	0	53	1	28	4	1	0.14	10	4
749	0	0	63564.0	0	0	1	69	0	1215	28	1	1.67	9	28
750	0	0	83443.0	89	0	0	51	0	1497	22	0	3.0	10	22
751	0	0	51518.0	92	0	0	65	1	449	17	0	1.0	10	17
752	0	1	58330.0	87	0	0	48	1	1064	24	0	1.5	10	24
753	0	0	80952.0	20	0	1	54	0	1757	25	3	1.0	10	25
754	0	0	75507.0	56	0	0	44	0	1440	21	0	2.67	9	21
755	0	0	63855.0	28	0	0	45	0	1006	24	0	1.75	10	24
756	0	0	62220.0	55	0	1	51	1	1226	23	0	1.17	11	23
757	0	0	58512.0	25	0	0	59	1	1171	20	0	0.38	10	20
758	0	0	40662.0	0	0	0	44	1	92	8	0	0.5	10	8
759	0	0	38829.0	86	0	0	64	1	99	8	0	0.6	9	8
760	0	0	35523.0	8	0	0	42	1	66	8	0	0.43	10	8
761	0	1	79146.0	33	0	0	56	2	564	19	0	1.33	9	19
762	0	0	78285.0	13	0	0	35	0	1427	21	0	2.0	10	21
763	0	1	31626.0	12	0	1	45	1	86	6	1	0.29	10	6
764	0	1	75127.0	92	0	0	71	0	833	19	0	2.0	9	19
765	0	0	48726.0	90	0	0	68	1	242	12	0	0.5	10	12
766	0	0	74985.0	8	0	0	46	0	1869	17	0	1.5	11	17
767	0	0	67430.0	6	0	0	36	0	1364	29	0	1.83	11	29
768	0	0	46891.0	91	0	0	58	1	183	8	0	0.5	10	8
769	0	0	62058.0	52	0	0	67	1	450	18	0	1.0	10	18
770	0	0	72063.0	3	0	0	44	1	758	21	0	2.5	10	21
771	0	0	78939.0	57	0	0	72	0	1507	20	0	2.67	10	20
772	0	1	42720.0	9	0	1	58	2	654	25	0	0.88	10	25
773	0	0	33622.0	22	0	0	51	2	81	9	0	0.29	10	9
774	0	0	6835.0	76	0	0	66	1	137	1	0	0.0	11	1
775	0	0	41452.0	86	0	0	70	2	16	4	0	0.14	10	4
776	0	1	40760.0	64	0	0	58	1	93	8	0	0.33	10	8
777	0	0	74250.0	90	0	0	65	0	1158	18	0	2.0	9	18
778	0	1	51124.0	79	0	0	68	2	43	6	0	0.33	10	6
779	0	1	72258.0	28	0	0	52	1	1525	22	0	3.0	10	22
780	0	1	71466.0	86	0	0	49	0	1230	19	0	4.0	9	19
781	0	0	36283.0	42	0	0	47	2	29	6	0	0.25	9	6
782	0	1	20587.0	39	0	0	53	1	25	5	0	0.14	9	5
783	0	0	30467.0	8	0	0	51	1	24	4	0	0.14	9	4
784	0	0	31590.0	40	0	0	51	1	38	5	0	0.12	10	5
785	1	0	20425.0	5	0	0	37	1	57	7	0	0.29	11	7
